time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13
5386,0,7,18,7,0,0,0,6,13,96,11,6,0
5387,0,21,18,0,0,6,3,64,28,42,0,20,0
5388,24,43,18,0,0,2,0,0,0,6,0,35,16
5389,0,85,0,0,0,5,7,5,26,11,29,51,0
5390,0,101,0,0,0,0,7,0,0,12,8,51,0
5391,0,83,12,0,0,6,0,0,0,74,31,37,0
5392,0,31,1,0,0,0,0,0,0,85,45,71,0
5393,2,22,14,0,0,0,14,0,11,61,1,57,0
5394,18,24,7,0,0,0,33,1,2,19,18,49,0
5395,0,21,14,0,0,0,6,0,2,19,0,37,0
5396,0,73,0,0,0,0,43,11,0,39,31,14,0
5397,0,81,0,0,0,10,37,0,0,46,44,23,6
5398,12,80,0,0,0,2,0,0,0,43,22,0,6
5399,0,62,0,0,0,0,0,0,0,74,6,11,5
5400,9,37,0,0,0,0,73,0,0,60,28,27,2
5401,0,40,0,0,0,9,50,0,0,71,59,7,0
5402,6,47,0,0,0,21,16,0,0,98,21,25,0
5403,13,16,0,0,0,0,17,0,0,49,29,0,0
5404,7,30,0,0,0,0,12,0,0,3,65,9,0
5405,55,72,0,0,0,0,27,0,0,20,82,0,0
5406,0,49,0,0,0,0,0,0,0,17,69,1,0
5407,0,37,0,0,0,0,21,0,0,73,50,0,0
5408,0,98,38,0,0,0,8,0,8,51,49,4,0
5409,0,58,0,0,0,0,0,0,21,83,58,0,0
5410,0,5,0,0,0,0,9,0,0,75,24,0,0
5411,18,38,0,15,0,0,23,0,0,26,53,0,0
5412,0,74,0,0,0,0,0,0,5,38,89,0,0
5413,0,93,0,0,0,0,0,0,0,7,61,0,0
5414,0,17,9,11,0,0,13,0,0,29,66,0,0
5415,59,32,7,2,0,24,0,0,0,59,53,0,0
5416,32,33,0,20,3,1,0,9,0,27,51,0,0
5417,16,77,0,0,0,0,0,0,0,52,37,0,0
5418,0,25,0,0,0,0,0,0,0,74,14,0,0
5419,0,66,0,18,0,0,0,0,0,3,0,0,0
5420,12,27,0,0,0,9,0,0,0,2,15,0,0
5421,0,4,0,0,0,3,0,0,0,3,15,0,0
5422,0,15,0,0,0,0,0,0,7,18,8,0,0
5423,0,24,0,3,0,0,0,0,0,35,0,0,0
5424,0,72,0,17,4,0,0,33,0,71,7,0,0
5425,3,64,0,0,5,0,0,12,0,22,1,0,0
5426,11,72,0,0,0,0,0,31,0,56,0,0,0
5427,18,74,0,0,0,2,0,0,4,41,11,0,0
5428,1,64,18,0,0,9,0,0,11,22,16,0,0
5429,4,75,3,0,8,6,0,9,0,26,0,0,45
5430,23,75,0,0,24,0,0,0,0,56,1,0,42
5431,28,45,12,0,0,0,0,24,3,31,3,0,0
5432,52,23,0,0,7,0,0,0,0,45,0,0,0
5433,18,72,0,10,0,0,0,19,0,42,1,2,0
5434,15,78,0,0,0,0,0,71,0,68,4,1,11
5435,24,72,0,14,0,0,0,58,0,67,0,0,12
5436,48,76,0,1,0,0,0,69,31,38,1,0,0
5437,38,66,0,0,0,0,0,59,0,47,5,0,0
5438,23,62,0,0,0,0,0,64,0,56,15,0,4
5439,0,37,0,0,0,0,0,53,0,31,2,0,20
5440,22,54,0,10,0,0,0,22,0,35,9,0,0
5441,8,92,0,6,13,0,0,12,0,70,2,0,12
5442,0,17,0,6,0,0,0,14,0,92,0,0,8
5443,0,79,0,0,0,4,0,9,0,24,2,0,1
5444,0,79,0,0,1,0,0,0,0,27,13,0,0
5445,0,97,0,0,2,0,0,3,0,48,5,0,15
5446,24,91,0,0,0,0,0,46,0,30,0,0,0
5447,17,71,0,16,13,15,0,14,0,66,0,0,0
5448,38,72,1,3,4,11,0,46,0,15,0,0,0
5449,8,42,0,3,0,0,0,109,0,15,0,0,0
5450,6,52,0,5,3,0,0,66,7,69,17,0,9
5451,4,58,0,21,0,0,0,76,9,49,6,0,0
5452,0,54,39,39,0,0,0,35,0,48,0,0,1
5453,0,53,1,0,0,0,0,44,5,40,0,0,0
5454,0,73,1,70,3,0,0,53,0,26,0,0,13
5455,0,20,0,20,0,12,0,56,0,47,0,0,5
5456,11,4,2,0,3,0,0,23,0,54,15,0,0
5457,10,79,0,0,22,1,0,21,0,49,15,0,0
5458,9,56,1,0,0,6,0,5,0,84,0,0,0
5459,3,104,0,0,0,0,0,29,0,81,12,0,0
5460,0,51,0,0,0,0,0,17,0,35,0,0,0
5461,0,15,0,0,0,6,0,0,14,35,0,0,0
5462,0,45,0,0,0,34,0,4,0,16,0,0,6
5463,0,50,0,0,4,3,0,7,13,46,0,0,0
5464,8,42,0,0,0,1,0,0,35,70,0,0,0
5465,1,64,0,0,0,12,0,0,34,54,0,0,0
5466,9,63,0,0,0,0,0,0,1,10,13,0,8
5467,0,46,0,0,0,0,0,0,1,0,34,0,21
5468,0,13,0,0,0,0,0,0,35,65,7,0,0
5469,0,35,2,0,0,0,0,0,57,71,0,0,0
5470,2,26,0,0,0,0,0,0,57,64,0,0,0
5471,0,59,2,0,0,0,10,0,90,58,0,0,0
5472,0,63,27,0,0,2,17,0,69,1,11,0,0
5473,8,18,31,0,0,26,0,6,82,0,12,0,0
5474,0,44,0,12,0,4,0,3,82,34,3,0,0
5475,2,68,0,4,0,6,0,0,83,11,0,0,0
5476,0,64,0,0,0,0,7,0,109,23,0,0,0
5477,1,61,0,0,0,7,0,0,17,11,0,0,0
5478,0,35,19,6,0,0,0,0,9,6,0,0,0
5479,0,40,2,7,0,12,0,0,10,33,0,0,1
5480,22,42,9,5,0,41,0,0,81,50,0,0,0
5481,0,29,16,36,0,0,0,0,77,28,0,0,0
5482,0,38,22,4,0,1,0,0,48,22,0,0,0
5483,1,24,19,4,0,10,0,0,33,48,0,0,0
5484,0,47,12,0,0,0,0,0,44,25,0,0,28
5485,5,33,30,0,0,12,0,0,48,28,0,0,0
5486,10,34,61,0,0,0,0,0,42,30,0,0,0
5487,0,32,48,0,0,19,0,0,0,62,0,0,0
5488,0,8,57,11,0,13,0,0,0,34,0,0,0
5489,0,26,47,34,0,0,2,0,20,24,0,0,0
5490,3,9,25,16,0,0,0,0,25,11,0,28,0
5491,0,36,1,62,0,0,3,0,8,34,0,0,0
5492,0,0,9,29,0,0,3,0,14,88,0,0,1
5493,0,1,25,15,0,0,7,0,9,69,0,0,15
5494,0,0,2,52,19,0,39,0,0,60,0,3,0
5495,0,10,23,53,0,0,0,0,5,34,0,26,0
5496,0,18,35,55,20,0,7,0,0,36,0,0,0
5497,12,43,58,51,4,0,8,0,18,20,0,0,0
5498,18,67,63,64,2,0,0,0,26,28,0,0,0
5499,0,40,50,51,0,0,0,0,5,38,0,3,0
5500,0,39,14,62,34,0,0,0,0,20,0,0,0
5501,0,81,56,90,14,0,0,0,5,37,0,2,7
5502,0,67,6,9,3,10,0,0,0,67,0,0,0
5503,0,63,19,10,0,5,0,0,0,23,0,0,0
5504,0,43,14,7,0,0,0,0,0,25,0,8,0
5505,16,86,3,31,0,0,8,0,0,48,0,0,0
5506,0,71,0,14,0,1,4,0,0,33,0,1,0
5507,12,20,24,17,0,0,16,0,0,15,0,0,0
5508,0,10,33,47,0,0,0,0,0,77,0,0,0
5509,7,0,4,36,0,0,0,0,0,44,0,1,0
5510,0,0,0,62,0,0,15,0,0,59,0,0,0
5511,4,1,9,57,0,0,20,0,0,78,0,0,0
5512,0,2,0,11,0,0,0,0,0,49,0,0,0
5513,0,0,0,14,9,29,0,0,0,71,0,0,0
5514,0,16,0,32,7,0,7,13,9,21,0,12,0
5515,0,8,0,33,0,16,5,2,0,18,0,0,0
5516,0,1,0,1,0,0,12,7,0,13,0,0,3
5517,0,0,0,8,1,23,2,0,14,29,0,0,0
5518,6,0,0,31,0,31,5,9,10,33,0,0,0
5519,0,0,0,20,9,41,2,4,0,9,0,0,0
5520,0,0,0,39,0,35,0,4,6,44,0,0,6
5521,0,0,14,38,0,0,0,0,0,17,0,0,2
5522,0,0,0,12,7,9,0,0,0,4,0,0,1
5523,0,0,10,21,0,43,0,3,0,2,0,0,0
5524,0,1,6,0,2,0,0,1,0,0,0,0,11
5525,0,0,0,4,4,53,0,14,0,22,0,0,0
5526,0,0,0,0,0,20,0,0,0,8,0,0,21
5527,0,0,0,0,0,75,0,0,0,21,12,0,0
5528,0,26,0,20,25,42,0,0,11,12,21,0,1
5529,0,0,0,0,10,19,0,0,0,3,4,0,37
5530,0,5,6,0,0,25,0,0,0,12,14,0,6
5531,0,0,0,2,27,1,0,0,0,18,2,0,15
5532,0,0,0,2,14,10,0,0,25,53,9,0,24
5533,0,0,0,27,27,15,0,0,0,16,13,0,46
5534,4,0,5,0,33,35,0,0,0,1,57,0,13
5535,7,0,0,0,50,73,0,0,0,0,13,0,12
5536,0,0,0,2,44,77,0,0,2,0,21,7,0
5537,0,0,0,7,36,87,0,0,0,2,0,27,21
5538,0,0,0,0,57,65,29,0,10,0,30,26,44
5539,0,0,0,3,2,24,3,0,1,0,7,13,30
5540,5,0,0,1,18,37,26,0,0,29,0,16,1
5541,0,0,0,0,19,17,17,0,0,5,0,13,0
5542,0,0,0,0,53,10,0,8,0,4,0,30,10
5543,0,0,0,0,31,58,0,5,0,0,18,10,18
5544,0,0,0,5,24,80,0,0,0,0,9,1,60
5545,0,0,0,17,36,79,0,3,0,0,52,11,27
5546,0,0,0,11,71,31,0,0,0,0,54,8,30
5547,17,0,0,0,53,42,0,1,0,0,45,29,59
5548,11,0,0,0,26,87,0,0,0,0,0,77,57
5549,8,0,0,0,77,40,29,46,0,0,0,33,69
5550,0,0,0,2,56,34,15,1,0,0,0,0,33
5551,12,0,0,0,33,22,16,3,0,0,0,0,13
5552,22,0,0,0,89,62,0,4,0,0,0,1,41
5553,44,0,10,0,89,37,9,0,0,0,0,52,49
5554,11,0,0,0,68,30,5,8,0,0,21,50,78
5555,17,3,29,0,41,23,0,0,1,0,68,11,72
5556,0,0,10,5,43,27,14,0,0,0,57,32,36
5557,12,9,6,0,35,3,6,0,0,0,34,20,67
5558,31,4,0,0,53,30,0,0,0,0,50,65,17
5559,42,4,6,0,24,18,0,0,0,0,60,71,64
5560,58,11,1,0,0,3,0,0,0,0,67,0,57
5561,25,0,0,3,4,10,0,0,0,0,81,0,50
5562,48,2,0,0,0,25,3,0,0,0,32,0,48
5563,38,0,0,5,5,24,0,0,0,0,49,0,12
5564,17,0,0,10,0,38,5,0,0,0,73,0,20
5565,54,0,0,0,0,31,0,0,0,0,19,0,31
5566,34,1,0,0,0,16,0,0,0,0,51,0,21
5567,27,0,1,9,0,0,0,0,0,0,44,0,54
5568,9,0,11,8,0,0,0,0,0,0,62,0,49
5569,6,0,0,41,0,0,5,0,18,0,20,0,24
5570,28,1,0,5,0,0,0,0,0,0,41,0,49
5571,30,11,0,8,0,10,0,0,0,0,11,0,1
5572,25,0,0,0,0,4,0,0,0,0,3,0,0
5573,26,50,0,1,10,0,0,0,0,0,18,0,0
5574,21,22,0,0,0,3,1,0,0,0,0,4,0
5575,16,0,14,2,0,8,0,0,0,0,0,37,31
5576,0,0,2,0,16,1,0,0,24,0,15,0,41
5577,0,0,0,13,0,8,0,0,0,0,16,0,39
5578,0,0,2,11,0,0,8,4,0,0,0,0,29
5579,0,0,0,8,0,0,1,0,0,0,6,2,2
5580,0,0,0,4,3,0,1,5,3,0,1,60,51
5581,26,0,0,6,0,0,0,6,8,0,6,68,47
5582,11,0,0,28,0,0,0,53,0,0,0,76,67
5583,29,0,0,9,0,0,0,0,0,0,1,74,28
5584,5,0,0,0,0,0,0,0,0,0,0,28,59
5585,2,2,0,8,0,0,0,0,0,26,0,24,70
5586,3,2,0,0,0,0,0,13,0,10,0,11,42
5587,3,0,0,0,0,0,0,0,0,0,0,0,29
5588,49,0,6,0,1,0,0,0,0,7,0,20,51
5589,12,0,0,4,14,0,0,9,1,0,6,24,32
5590,0,0,0,0,0,0,0,2,0,0,15,13,9
5591,0,0,0,0,8,0,0,13,0,0,0,15,21
5592,0,0,0,0,0,0,0,0,0,0,0,3,48
5593,4,0,1,0,0,0,0,0,0,0,0,0,15
5594,0,0,0,12,0,0,0,0,0,0,0,0,0
5595,4,0,0,62,0,0,0,0,0,0,0,0,0
5596,6,0,0,0,0,0,0,0,0,0,0,5,13
5597,3,3,0,0,0,0,0,0,0,0,0,37,17
5598,2,0,0,0,0,0,13,16,0,0,0,19,3
5599,0,13,0,0,0,0,0,0,0,0,0,0,0
5600,2,3,0,0,0,0,0,17,10,0,0,0,8
5601,3,0,0,0,0,0,0,0,10,0,0,0,0
5602,22,0,0,0,0,0,0,0,0,0,0,0,0
5603,0,0,5,0,0,0,0,0,56,0,0,0,0
5604,18,0,7,25,0,0,0,0,25,0,0,0,0
5605,2,0,0,0,0,2,0,5,4,0,0,0,0
5606,0,0,0,0,0,0,0,1,46,25,0,0,0
5607,0,0,0,1,0,0,0,0,10,1,0,0,0
5608,0,3,0,11,0,0,0,5,2,0,0,0,2
5609,0,15,0,1,1,0,0,4,0,0,0,0,0
5610,0,8,0,10,0,0,0,17,0,0,0,0,0
5611,0,3,0,11,0,0,0,2,0,0,0,0,0
5612,0,32,0,0,0,0,0,0,12,0,0,0,0
5613,0,12,0,0,0,0,0,24,103,0,0,5,0
5614,0,0,3,0,0,0,0,9,40,0,0,0,0
5615,0,0,0,0,0,0,0,0,0,0,0,18,0
5616,0,0,3,0,0,0,0,5,4,0,0,11,0
5617,19,0,31,0,0,10,0,49,56,0,0,11,0
5618,1,5,4,0,0,65,0,25,114,0,0,2,0
5619,0,7,0,5,0,0,0,40,90,0,0,0,0
5620,22,0,0,0,0,0,0,3,73,0,0,0,0
5621,0,6,0,15,0,0,3,17,84,0,0,0,0
5622,5,0,0,30,0,0,0,25,66,0,0,0,0
5623,0,0,25,45,3,0,7,35,107,0,0,0,0
5624,4,4,10,0,2,12,0,35,76,0,0,0,0
5625,0,17,7,13,0,11,0,50,41,11,0,0,0
5626,4,13,4,0,0,0,0,42,67,1,0,0,0
5627,0,1,0,0,0,47,8,0,95,0,0,20,0
5628,0,0,0,7,10,55,15,0,2,0,0,13,0
5629,0,2,0,38,0,60,0,43,0,0,0,10,0
5630,13,0,0,40,28,27,1,11,7,0,0,0,0
5631,0,0,0,10,0,19,4,5,66,0,0,0,0
5632,0,0,0,27,2,20,25,89,63,0,0,0,0
5633,0,0,0,14,2,1,26,53,71,0,0,0,0
5634,0,7,0,0,1,0,20,27,98,0,0,0,0
5635,0,0,0,0,10,0,40,15,79,0,0,0,0
5636,0,0,0,0,5,32,0,40,81,0,0,6,0
5637,0,0,0,0,16,0,24,39,93,12,0,10,0
5638,24,3,0,21,0,5,62,44,45,0,0,0,0
5639,0,1,0,40,8,0,75,5,20,0,0,8,0
5640,0,0,0,12,0,0,19,60,30,0,9,3,7
5641,0,0,0,20,0,0,32,81,56,0,26,0,0
5642,0,2,0,0,0,0,34,81,78,0,0,2,0
5643,0,0,0,2,0,0,46,88,86,0,0,0,0
5644,0,1,0,0,0,0,30,29,114,0,13,14,0
5645,0,0,0,53,0,0,24,33,117,0,0,19,8
5646,6,1,0,61,0,0,68,18,35,7,0,33,6
5647,0,0,12,20,0,0,42,51,0,57,0,7,12
5648,0,0,3,15,36,0,43,24,0,50,0,6,0
5649,0,0,0,54,0,0,70,13,37,48,8,0,2
5650,32,19,0,38,0,0,49,36,51,59,0,14,6
5651,39,15,0,54,0,0,38,13,71,32,0,2,0
5652,0,1,0,52,0,1,47,12,45,10,18,24,8
5653,0,4,0,57,9,0,38,14,70,0,0,0,31
5654,0,0,0,57,16,0,57,4,92,39,0,0,0
5655,0,0,0,67,8,0,8,4,74,11,0,14,25
5656,10,0,30,45,0,0,51,31,42,0,0,0,0
5657,0,0,33,50,0,0,81,0,15,19,0,3,2
5658,0,0,1,84,0,2,35,0,8,27,0,1,0
5659,0,0,6,28,63,1,16,6,56,17,0,0,0
5660,53,0,15,69,70,0,26,0,9,44,0,0,0
5661,15,0,55,80,20,0,0,0,45,74,22,12,1
5662,8,0,15,46,17,44,4,0,0,57,12,4,68
5663,4,0,36,49,23,0,23,9,0,40,4,0,23
5664,21,0,14,1,75,0,28,0,0,51,22,0,38
5665,12,0,44,2,76,0,41,0,18,27,37,7,10
5666,25,0,14,0,88,0,23,0,0,78,13,16,0
5667,13,10,26,10,46,0,0,0,0,61,46,11,0
5668,4,25,0,43,43,9,3,0,0,18,0,0,1
5669,2,24,0,38,36,0,22,0,0,6,13,22,0
5670,0,0,48,67,9,0,15,0,16,51,78,0,12
5671,9,0,44,69,41,16,0,0,0,40,39,0,7
5672,18,21,39,37,58,0,23,0,0,63,74,8,23
5673,0,25,61,10,79,0,0,0,0,49,72,9,41
5674,0,65,10,17,55,0,4,0,0,37,62,0,21
5675,27,11,17,8,48,0,14,0,0,49,49,0,1
5676,0,47,20,11,70,0,25,0,0,22,0,10,2
5677,0,38,13,8,38,0,0,0,0,29,0,17,25
5678,2,25,4,0,3,0,0,0,0,24,41,0,28
5679,33,0,0,1,0,3,0,0,0,17,4,0,0
5680,44,20,0,1,0,0,9,0,0,9,46,0,15
5681,7,4,0,9,24,0,11,1,0,16,18,0,51
5682,0,51,0,15,0,0,0,0,0,31,74,0,69
5683,2,30,0,0,0,0,0,0,0,56,72,0,13
5684,18,67,11,0,0,3,0,0,1,17,51,0,0
5685,11,87,13,11,0,0,23,0,0,15,74,0,14
5686,11,58,3,0,0,3,0,0,0,12,0,0,56
5687,44,57,1,0,1,3,0,7,0,22,31,0,50
5688,37,26,8,0,0,1,0,16,0,21,0,0,88
5689,45,29,0,0,0,40,0,0,14,0,0,0,44
5690,36,34,0,0,0,1,0,0,2,3,3,0,41
5691,12,41,0,0,0,0,0,0,0,10,5,25,28
5692,43,21,4,0,0,0,0,0,0,21,1,0,53
5693,32,28,0,0,0,0,0,0,0,8,0,26,47
5694,36,42,0,0,0,0,0,0,0,8,0,22,41
5695,47,46,0,10,0,0,0,0,0,0,0,15,4
5696,28,12,0,0,0,18,0,0,0,0,0,5,3
5697,7,33,0,1,0,55,0,0,0,12,5,13,10
5698,36,48,0,0,0,4,0,29,0,21,0,7,2
5699,50,4,0,0,0,40,0,28,8,12,17,21,0
5700,17,14,0,5,0,38,1,12,0,0,0,21,25
5701,26,50,7,0,0,12,0,0,21,16,1,0,59
5702,30,30,44,0,6,0,0,0,0,0,0,45,46
5703,16,59,8,0,7,0,0,0,0,0,5,45,44
5704,13,73,1,0,11,0,0,0,0,0,0,32,43
5705,0,30,6,21,0,12,0,0,0,0,0,7,39
5706,0,46,0,15,0,0,0,0,25,0,0,0,29
5707,0,0,0,2,0,4,0,0,44,0,10,55,0
5708,7,25,5,0,0,8,0,0,12,0,0,21,1
5709,30,35,0,18,0,29,0,0,26,24,0,20,0
5710,0,57,0,0,0,18,0,0,9,12,0,17,0
5711,0,32,0,2,0,4,0,0,22,0,0,21,0
5712,0,81,0,0,0,46,0,0,37,0,0,13,0
5713,0,23,0,0,0,21,0,0,36,0,0,11,0
5714,2,16,0,0,0,0,0,0,50,0,0,0,0
5715,0,42,0,0,7,1,0,0,22,4,0,0,0
5716,0,40,0,0,7,4,0,0,23,4,0,12,0
5717,5,12,0,0,4,0,0,0,46,0,0,10,0
5718,3,77,0,0,6,0,0,40,26,0,0,0,22
5719,0,33,0,6,0,39,0,10,5,0,0,1,11
5720,0,34,0,6,0,12,0,0,46,0,0,2,0
5721,0,54,0,0,15,55,0,0,70,0,0,8,0
5722,0,21,0,5,0,52,0,0,24,0,9,10,0
5723,0,51,0,13,0,34,0,0,29,17,0,4,0
5724,2,13,0,0,16,27,0,51,79,6,0,1,0
5725,0,30,5,5,0,20,0,3,91,0,0,5,2
5726,3,22,0,0,0,71,0,24,104,0,0,70,14
5727,47,10,8,0,0,45,0,37,96,0,0,0,0
5728,14,30,0,0,7,38,0,4,43,0,0,0,0
5729,0,20,0,14,1,38,0,54,11,0,1,0,10
5730,0,27,0,8,7,0,0,75,46,1,24,0,1
5731,0,8,4,0,0,28,0,41,72,0,0,0,0
5732,0,14,0,0,0,39,15,47,22,0,1,0,0
5733,0,2,0,1,0,11,0,71,64,0,0,0,0
5734,0,38,0,0,0,0,0,38,59,0,0,1,4
5735,4,7,2,0,29,0,0,28,25,0,0,0,45
5736,0,0,0,0,37,0,0,36,75,0,0,0,0
5737,17,10,20,0,30,0,5,0,108,0,0,0,0
5738,15,3,17,22,26,0,23,2,73,0,3,0,0
5739,0,0,0,15,45,0,5,10,47,22,0,0,0
5740,9,0,0,8,29,0,8,6,56,13,0,11,0
5741,0,0,0,24,25,0,12,35,75,0,0,5,0
5742,7,0,0,11,36,0,25,65,83,1,0,0,0
5743,12,0,0,19,13,0,0,26,54,0,5,0,0
5744,18,0,0,18,17,0,0,23,18,1,0,0,0
5745,0,0,0,0,8,0,21,56,0,0,0,0,0
5746,29,0,0,27,18,0,50,63,18,12,13,0,0
5747,50,0,0,23,30,0,4,64,76,12,4,0,0
5748,18,0,0,20,45,0,7,30,24,4,20,5,0
5749,25,0,0,0,12,0,0,41,37,5,16,0,0
5750,1,0,19,0,0,0,0,27,73,0,24,0,4
5751,26,0,36,0,58,0,7,46,70,11,82,0,15
5752,26,0,14,3,15,0,0,22,86,11,34,0,0
5753,17,0,32,32,29,0,1,3,100,0,70,0,2
5754,23,0,7,59,65,0,0,10,57,23,11,1,27
5755,16,0,29,47,2,0,11,26,81,40,3,1,47
5756,47,0,11,44,12,0,9,0,63,37,47,4,29
5757,52,0,13,69,12,0,27,0,86,28,34,7,28
5758,15,0,14,45,63,1,7,3,51,32,23,0,0
5759,58,0,0,9,45,0,0,3,75,27,19,0,0
5760,46,0,4,46,56,0,1,0,66,35,0,3,0
5761,63,0,0,50,29,30,3,0,88,52,34,28,0
5762,85,0,0,25,33,19,5,0,48,35,84,0,0
5763,60,0,31,68,20,73,0,16,40,77,0,34,0
5764,86,0,33,49,45,35,0,6,42,61,6,26,30
5765,83,0,63,60,35,15,0,1,48,51,46,21,43
5766,64,0,2,48,80,4,5,19,25,18,5,0,76
5767,22,0,20,66,50,20,0,6,66,35,0,27,76
5768,16,0,0,60,63,36,0,3,46,19,0,5,45
5769,35,0,0,59,58,13,0,0,36,51,0,18,84
5770,19,0,0,6,35,1,0,0,0,55,0,19,31
5771,8,0,0,70,74,4,0,15,51,19,0,13,34
5772,7,0,31,50,22,7,7,3,98,38,0,0,71
5773,35,0,23,34,37,45,0,7,44,63,0,9,58
5774,15,0,66,52,54,13,32,0,53,9,0,25,68
5775,78,0,72,42,33,19,60,4,40,64,11,23,63
5776,75,0,45,0,13,63,38,7,81,52,6,27,27
5777,13,0,54,34,57,22,0,0,88,2,10,0,41
5778,8,3,56,62,89,41,4,0,76,8,9,0,36
5779,0,0,41,37,62,23,6,1,107,35,24,0,43
5780,15,0,50,81,0,69,21,0,78,87,42,0,42
5781,25,0,56,39,51,57,11,0,77,49,22,9,37
5782,28,0,63,64,60,70,26,22,89,64,0,44,55
5783,1,0,48,56,82,45,15,5,94,118.49866,7,7,5
5784,35,0,42,69,83,13,24,0,80,65,84,27,0
5785,62,0,33,41,46,16,1,0,66,36,65,13,0
5786,56,0,23,41,35,26,54,0,61,52,73,0,0
5787,18,0,55,56,12,6,23,0,47,42,54,26,1
5788,26,8,57,69,36,0,0,0,56,40,24,11,5
5789,69,1,11,45,58,56,61,0,50,31,30,23,34
5790,42,0,67,28,57,78,3,0,2,56,7,0,11
5791,59,0,38,57,49,41,11,21,0,50,35,2,0
5792,56,0,14,91,51,74,0,21,14,31,21,0,0
5793,47,0,47,70,57,48,14,12,40,62,0,0,0
5794,25,0,46,50,80,15,53,37,40,55,9,0,0
5795,37,5,63,58,49,38,37,40,63,10,71,0,0
5796,25,38,48,41,6,36,4,28,26,65,68,11,0
5797,49,60,66,64,24,0,10,0,40,52,32,13,0
5798,40,0,68,49,45,21,56,5,7,32,53,0,0
5799,56,0,60,45,86,9,31,24,39,58,4,16,0
5800,29,0,15,50,77,12,19,26,71,0,6,30,0
5801,19,0,0,4,66,65,0,72,85,55,8,5,15
5802,41,40,2,18,64,67,39,57,79,84,3,38,0
5803,12,76,12,43,54,52,19,21,86,77,30,17,0
5804,56,72,0,37,72,24,32,0,96,70,79,54,0
5805,42,33,0,64,46,3,36,34,51,39,66,23,0
5806,62,0,0,52,83,0,47,50,73,48,50,0,7
5807,62,0,0,37,80,79,40,57,34,8,63,18,2
5808,82,4,0,38,16,75,19,90,69,55,51,57,0
5809,58,61,27,79,76,102,67,54,56,74,34,22,0
5810,34,37,54,54,64,88,64,42,87,74,0,50,0
5811,55,25,33,67,37,80,88,68,108,33,1,20,8
5812,67,15,25,51,88,63,46,93,68,49,40,0,7
5813,76,31,44,58,60,18,62,45,96,44,26,38,36
5814,34,47,45,91.06718722,48,68,45,6,50,65,0,52,0
5815,50,63,28,78,77,104,5,4,59,69,10,25,0
5816,25,50,28,63,86,99,44,35,52,75,2,25,10
5817,30,60,54,26,80,86,12,62,9,14,11,35,19
5818,21,42,36,5,69,68,61,64,55,28,21,22,19
5819,21,19,9,36,99,46,69,97,62,93,11,75,8
5820,42,52,0,46,75,13,70,44,91,49,6,79,28
5821,22,54,0,18,42,11,49,82,89,13,9,47,51
5822,72,64,0,2,44,41,60,85,82,0,55,12,50
5823,47,77,0,47,17,9,57,30,63,43,10,9,29
5824,54,58,0,48,26,68,36,59,20,74,75,35,63
5825,37,39,0,73,27,77,3,70,102,83,62,14,38
5826,35,27,0,71,36,90,35,62,47,32,31,33,67
5827,44,71,0,59,0,71,4,23,7,28,41,38,11
5828,77,90,0,27,0,73,60,11,82,18,74,19,0
5829,25,60,0,32,0,60,25,60,113,81,73,33,39
5830,41,68,0,66,3,79,8,42,100,86,112,62,45
5831,52,65,0,73,53,84,16,65,64,65,25,41,45
5832,51,45,0,51,0,95,19,40,95,74,6,57,58
5833,56,45,0,82,0,82,37,63,75,78,57,81,27
5834,23,34,0,64,31,47,54,86,85,84,18,42,11
5835,31,6,0,68,7,45,39,63,74,74,47,16,23
5836,48,18,2,76,3,67,39,49,80,13,48,47,69
5837,34,62,40,34,38,112,52,59,68,25,58,36,24
5838,10,37,7,30,43,77,69,44,11,63,52,24,44
5839,42,72,3,72,48,80,48,70,25,76,43,3,51
5840,27,63,0,71,19,29,60,66,35,60,55,24,58
5841,25,66,0,74,0,95,46,75,116,77,40,58,25
5842,15,30,0,73,0,33,47,89,103,105,69,26,13
5843,12,19,0,51,0,71,25,49,72,83,73,73,37
5844,54,38,0,43,30,73,21,36,70,74,73,78,56
5845,24,73,0,62,0,92,42,70,111,43,58,44,51
5846,17,92,0,91.06718722,12,77,42,58,81,62,55,53,28
5847,54,64,0,59,18,83,19,49,36,25,56,41,45
5848,53,43,0,59,7,72,16,52,49,61,115.0323965,42,17
5849,60,57,4,40,7,86,19,45,0,67,28,9,38
5850,23,62,0,58,77,71,14,71,57,69,38,70,58
5851,32,85,0,55,85,9,18,68,19,80,43,82,77
5852,43,0,0,56,67,38,19,73,71,75,78,80,48
5853,23,57,0,41,8,69,5,80,31,94,79,54,30
5854,46,61,1,36,79,48,53,78,49,43,72,10,61
5855,22,43,0,65,35,76,23,61,1,0,83,0,65
5856,30,40,10,88,84,75,28,66,57,0,85,31,43
5857,26,18,4,13,71,83,36,79,104,7,53,16,83
5858,31,38,0,44,42,89,32,53,29,44,59,22,75
5859,37,91,0,52,80,75,19,51,82,57,63,4,36
5860,19,91,6,71,39,67,42,77,85,45,47,12,34
5861,29,50,8,46,72,54,33,40,73,71,61,38,0
5862,62,61,1,59,29,72,36,79,29,26,93,53,0
5863,20,61,21,57,99,50,63,53,101,28,72,86,35
5864,45,54,0,47,53,40,42,69,61,68,94,49,52
5865,15,54,2,34,33,32,33,51,82,60,19,44,65
